Gene stable ID	Transcript length (including UTRs and CDS)
WBGene00000911	5809
WBGene00000911	5403
WBGene00000911	5347
WBGene00000911	5772
WBGene00000912	2765
WBGene00000912	2698
WBGene00000912	2704
WBGene00000912	1920
WBGene00000912	912
WBGene00000912	2016
WBGene00000912	1626
WBGene00000912	1548
WBGene00000912	1458
WBGene00000912	1224
WBGene00000912	1218
WBGene00000913	3333
WBGene00000914	2799
WBGene00000914	2874
WBGene00000914	2035
WBGene00000914	2493
WBGene00000914	1917
WBGene00000915	2227
WBGene00000915	2359
WBGene00000917	1301
WBGene00000920	752
WBGene00000920	641
WBGene00000923	749
WBGene00000928	423
WBGene00000929	1116
WBGene00000930	817
WBGene00000931	3158
WBGene00000931	2091
WBGene00000932	483
WBGene00000932	394
WBGene00000933	1235
WBGene00000934	2074
WBGene00000935	1991
WBGene00000936	1727
WBGene00000937	1657
WBGene00000938	3697
WBGene00000938	3712
WBGene00000939	5883
WBGene00000940	992
WBGene00000940	348
WBGene00000941	404
WBGene00000942	3506
WBGene00000942	1590
WBGene00000942	3472
WBGene00000942	3630
WBGene00000942	3240
WBGene00000942	1077
WBGene00000942	666
WBGene00000942	699
WBGene00000950	2489
WBGene00000950	2478
WBGene00000950	2535
WBGene00000950	2367
WBGene00000950	2313
WBGene00000950	2505
WBGene00000950	2283
WBGene00000950	2277
WBGene00000951	1899
WBGene00000951	1911
WBGene00000952	2125
WBGene00000952	2196
WBGene00000952	2076
WBGene00000953	2027
WBGene00000953	1356
WBGene00000955	3965
WBGene00000955	2242
WBGene00000955	2231
WBGene00000958	3726
WBGene00000958	3734
WBGene00000958	2385
WBGene00000958	2391
WBGene00000958	2760
WBGene00000959	2208
WBGene00000959	584
WBGene00000959	869
WBGene00000959	1491
WBGene00000959	2889
WBGene00000960	2566
WBGene00000961	2578
WBGene00000961	2482
WBGene00000962	13864
WBGene00000962	10911
WBGene00000963	1570
WBGene00000963	1609
WBGene00000964	1693
WBGene00000965	1224
WBGene00000966	1204
WBGene00000966	531
WBGene00000966	1146
WBGene00000967	988
WBGene00000967	994
WBGene00000967	507
WBGene00000968	1054
WBGene00000969	1329
WBGene00000970	1448
WBGene00000971	1299
WBGene00000972	1222
WBGene00000972	798
WBGene00000972	966
WBGene00000973	1033
WBGene00000974	796
WBGene00000974	444
WBGene00000975	836
WBGene00000975	904
WBGene00000975	2105
WBGene00000976	1307
WBGene00000977	884
WBGene00000978	996
WBGene00000979	1341
WBGene00000980	1045
WBGene00000981	941
WBGene00000982	1050
WBGene00000982	1132
WBGene00000983	1458
WBGene00000984	905
WBGene00000985	1144
WBGene00000986	958
WBGene00000987	1881
WBGene00000987	1874
WBGene00000988	987
WBGene00000989	1163
WBGene00000990	1067
WBGene00000991	1409
WBGene00000992	1394
WBGene00000993	1052
WBGene00000994	3414
WBGene00000994	3097
WBGene00000995	2744
WBGene00000995	1869
WBGene00000996	1030
WBGene00000996	1158
WBGene00000998	39690
WBGene00001000	2483
WBGene00001000	1519
WBGene00001001	3044
WBGene00001002	1902
WBGene00001005	537
WBGene00001006	3780
WBGene00001007	1466
WBGene00001007	1522
WBGene00001008	3121
WBGene00001008	3100
WBGene00001008	1734
WBGene00001008	2568
WBGene00001008	624
WBGene00001016	3472
WBGene00001017	4283
WBGene00001017	4358
WBGene00001017	3267
WBGene00001017	4273
WBGene00001017	4156
WBGene00001018	1151
WBGene00001018	1155
WBGene00001019	1668
WBGene00001019	141
WBGene00001020	1256
WBGene00001021	627
WBGene00001022	1023
WBGene00001022	1022
WBGene00001023	3187
WBGene00001023	3046
WBGene00001023	3178
WBGene00001023	2607
WBGene00001025	1965
WBGene00001026	2768
WBGene00001026	2253
WBGene00001027	2115
WBGene00001028	1697
WBGene00001028	1508
WBGene00001029	2059
WBGene00001030	1580
WBGene00001030	1674
WBGene00001031	1398
WBGene00001032	1173
WBGene00001032	1170
WBGene00001033	694
WBGene00001033	471
WBGene00001034	1422
WBGene00001034	1557
WBGene00001035	1537
WBGene00001036	841
WBGene00001037	1537
WBGene00001038	2245
WBGene00001038	249
WBGene00001039	426
WBGene00001040	963
WBGene00001041	1019
WBGene00001042	1302
WBGene00001042	1541
WBGene00001043	2693
WBGene00001043	1377
WBGene00001043	1648
WBGene00001043	2709
WBGene00001044	1284
WBGene00001045	2501
WBGene00001045	957
WBGene00001046	1623
WBGene00001047	1872
WBGene00001047	2555
WBGene00001048	824
WBGene00001048	366
WBGene00001049	3152
WBGene00001050	1246
WBGene00001051	693
WBGene00001052	2366
WBGene00001052	1781
WBGene00001052	1679
WBGene00001052	1588
WBGene00001052	1619
WBGene00001052	1508
WBGene00001052	1454
WBGene00001053	2275
WBGene00001053	2714
WBGene00001053	2367
WBGene00001053	2307
WBGene00001053	2535
WBGene00001053	2241
WBGene00001054	2496
WBGene00001054	2564
WBGene00001054	2220
WBGene00001055	2557
WBGene00001056	3039
WBGene00001056	3024
WBGene00001057	2086
WBGene00001057	2048
WBGene00001058	2361
WBGene00001058	1749
WBGene00001059	2444
WBGene00001059	1536
WBGene00001059	1722
WBGene00001060	2191
WBGene00001060	2138
WBGene00001060	2147
WBGene00001061	2198
WBGene00001061	2196
WBGene00001062	1128
WBGene00001063	4342
WBGene00001063	3324
WBGene00001064	1324
WBGene00001065	961
WBGene00001066	1004
WBGene00001067	855
WBGene00001068	4041
WBGene00001069	1147
WBGene00001070	1513
WBGene00001071	1049
WBGene00001071	633
WBGene00001072	1593
WBGene00001073	1239
WBGene00001073	1394
WBGene00001074	989
WBGene00001075	1053
WBGene00001076	1111
WBGene00001077	1840
WBGene00001078	2155
WBGene00001079	2703
WBGene00001080	5666
WBGene00001081	10867
WBGene00001082	1980
WBGene00001082	1949
WBGene00001085	4238
WBGene00001086	5303
WBGene00001087	4665
WBGene00001088	580
WBGene00001088	565
WBGene00001089	3315
WBGene00001089	3451
WBGene00001089	3069
WBGene00001090	3300
WBGene00001090	2510
WBGene00001092	947
WBGene00001093	2442
WBGene00001093	2202
WBGene00001093	2465
WBGene00001093	2258
WBGene00001094	1747
WBGene00001095	1893
WBGene00001096	1319
WBGene00001096	1232
WBGene00001099	2816
WBGene00001101	2421
WBGene00001101	2868
WBGene00001101	3286
WBGene00001101	3986
WBGene00001101	2240
WBGene00001101	1521
WBGene00001101	2946
WBGene00001101	1826
WBGene00001102	2493
WBGene00001103	808
WBGene00001104	1024
WBGene00001105	1022
WBGene00001105	639
WBGene00001106	1107
WBGene00001107	1119
WBGene00001108	1019
WBGene00001109	1620
WBGene00001110	2830
WBGene00001112	3083
WBGene00001112	2310
WBGene00001112	1827
WBGene00001113	2455
WBGene00001113	1386
WBGene00001113	2397
WBGene00001113	1481
WBGene00001113	1146
WBGene00001113	903
WBGene00001113	1179
WBGene00001113	1629
WBGene00001113	1632
WBGene00001113	1563
WBGene00001113	2466
WBGene00001113	621
WBGene00001113	841
WBGene00001113	765
WBGene00001113	498
WBGene00001113	804
WBGene00001113	1328
WBGene00001113	1086
WBGene00001113	1063
WBGene00001113	608
WBGene00001113	357
WBGene00001113	1299
WBGene00001115	1973
WBGene00001115	1539
WBGene00001115	1595
WBGene00001115	434
WBGene00001116	3235
WBGene00001116	3333
WBGene00001116	3253
WBGene00001117	2219
WBGene00001117	1990
WBGene00001117	3128
WBGene00001117	2256
WBGene00001117	2095
WBGene00001118	4190
WBGene00001118	1731
WBGene00001119	1393
WBGene00001119	1153
WBGene00001119	1215
WBGene00001119	1182
WBGene00001121	1494
WBGene00001121	1789
WBGene00001122	1707
WBGene00001122	1033
WBGene00001122	1212
WBGene00001122	1555
WBGene00001122	1146
WBGene00001123	1918
WBGene00001127	1714
WBGene00001129	1844
WBGene00001129	1763
WBGene00001130	2702
WBGene00001130	2517
WBGene00001131	11243
WBGene00001131	1110
WBGene00001131	10347
WBGene00001131	7548
WBGene00001131	4734
WBGene00001131	663
WBGene00001131	450
WBGene00001131	11041
WBGene00001131	10314
WBGene00001131	9665
WBGene00001132	1416
WBGene00001132	2168
WBGene00001132	2399
WBGene00001132	4487
WBGene00001132	2268
WBGene00001133	1609
WBGene00001134	3288
WBGene00001135	2218
WBGene00001135	1668
WBGene00001136	1516
WBGene00001137	3231
WBGene00001137	3153
WBGene00001145	2372
WBGene00001145	2371
WBGene00001147	216
WBGene00001147	2920
WBGene00001147	3145
WBGene00001147	2929
WBGene00001148	3261
WBGene00001148	3313
WBGene00001148	3272
WBGene00001149	1845
WBGene00001150	2383
WBGene00001150	2519
WBGene00001151	1012
WBGene00001151	1058
WBGene00001152	1003
WBGene00001152	630
WBGene00001153	1268
WBGene00001154	1465
WBGene00001155	1016
WBGene00001156	774
WBGene00001157	1449
WBGene00001158	1650
WBGene00001158	1269
WBGene00001159	2343
WBGene00001159	2249
WBGene00001160	2707
WBGene00001160	2683
WBGene00001161	1393
WBGene00001162	932
WBGene00001162	1712
WBGene00001163	957
WBGene00001164	874
WBGene00001165	1352
WBGene00001166	3060
WBGene00001167	2748
WBGene00001167	2800
WBGene00001167	2523
WBGene00001168	1537
WBGene00001169	1917
WBGene00001169	1624
WBGene00001169	1726
WBGene00001170	559
WBGene00001171	3318
WBGene00001171	2880
WBGene00001172	2565
WBGene00001172	1584
WBGene00001173	3000
WBGene00001173	2780
WBGene00001173	2214
WBGene00001173	2900
WBGene00001173	588
WBGene00001173	3101
WBGene00001173	1541
WBGene00001173	1455
WBGene00001173	3002
WBGene00001174	1551
WBGene00001174	1558
WBGene00001174	1567
WBGene00001175	1535
WBGene00001175	1359
WBGene00001177	4973
WBGene00001177	5005
WBGene00001177	2249
WBGene00001177	5056
WBGene00001177	5016
WBGene00001177	4928
WBGene00001177	4907
WBGene00001177	4693
WBGene00001177	4655
WBGene00001177	4750
WBGene00001177	4717
WBGene00001177	4503
WBGene00001177	4471
WBGene00001177	4590
WBGene00001177	5122
WBGene00001177	4212
WBGene00001177	4874
WBGene00001177	4137
WBGene00001177	4664
WBGene00001177	3894
WBGene00001177	4546
WBGene00001177	4541
WBGene00001177	3921
WBGene00001177	3714
WBGene00001177	3678
WBGene00001178	2631
WBGene00001178	2536
WBGene00001178	3193
WBGene00001178	2486
WBGene00001178	1850
WBGene00001178	2569
WBGene00001178	1944
WBGene00001179	3147
WBGene00001179	1920
WBGene00001179	3181
WBGene00001182	2169
WBGene00001182	2073
WBGene00001182	2220
WBGene00001182	1937
WBGene00001182	1978
WBGene00001182	1861
WBGene00001182	1269
WBGene00001182	2411
WBGene00001182	2351
WBGene00001182	1317
WBGene00001182	942
WBGene00001184	3895
WBGene00001184	4669
WBGene00001184	3659
WBGene00001184	3958
WBGene00001184	3590
WBGene00001184	3380
WBGene00001184	2967
WBGene00001184	3850
WBGene00001184	3650
WBGene00001184	3775
WBGene00001184	3120
WBGene00001184	2985
WBGene00001184	3594
WBGene00001185	870
WBGene00001185	787
WBGene00001186	1624
WBGene00001186	1669
WBGene00001186	1644
WBGene00001187	6175
WBGene00001187	6465
WBGene00001187	723
WBGene00001188	1873
WBGene00001188	1950
WBGene00001188	1925
WBGene00001189	1696
WBGene00001190	2129
WBGene00001190	2281
WBGene00001190	2055
WBGene00001193	1304
WBGene00001193	1301
WBGene00001194	4044
WBGene00001194	4044
WBGene00001194	4029
WBGene00001194	3440
WBGene00001194	4046
WBGene00001194	3447
WBGene00001194	2875
WBGene00001194	2649
WBGene00001194	2449
WBGene00001194	2667
WBGene00001194	3384
WBGene00001194	3381
WBGene00001194	3375
WBGene00001194	3288
WBGene00001194	3282
WBGene00001194	3279
WBGene00001194	3273
WBGene00001194	1845
WBGene00001194	2967
WBGene00001194	2961
WBGene00001194	2952
WBGene00001194	3284
WBGene00001194	2670
WBGene00001194	2661
WBGene00001196	2420
WBGene00001196	3507
WBGene00001196	1387
WBGene00001202	1846
WBGene00001204	1411
WBGene00001207	2475
WBGene00001207	2339
WBGene00001207	1938
WBGene00001208	2107
WBGene00001208	2024
WBGene00001208	2100
WBGene00001208	2126
WBGene00001208	2003
WBGene00001208	2076
WBGene00001208	1873
WBGene00001208	1308
WBGene00001208	1479
WBGene00001208	1458
WBGene00001208	1482
WBGene00001208	1872
WBGene00001208	1287
WBGene00001209	3588
WBGene00001210	1401
WBGene00001211	1729
WBGene00001211	1610
WBGene00001214	5291
WBGene00001215	5339
WBGene00001215	4963
WBGene00001223	1023
WBGene00001223	657
WBGene00001223	528
WBGene00001224	2663
WBGene00001225	2595
WBGene00001225	2589
WBGene00001226	3011
WBGene00001227	1809
WBGene00001228	1648
WBGene00001229	1258
WBGene00001230	1073
WBGene00001230	771
WBGene00001231	1466
WBGene00001232	1280
WBGene00001232	222
WBGene00001233	841
WBGene00001234	1005
WBGene00001235	521
WBGene00001236	1819
WBGene00001237	571
WBGene00001239	1061
WBGene00001239	705
WBGene00001240	1037
WBGene00001241	1565
WBGene00001242	942
WBGene00001243	922
WBGene00001244	926
WBGene00001245	1143
WBGene00001246	952
WBGene00001246	336
WBGene00001247	1161
WBGene00001248	2743
WBGene00001248	2667
WBGene00001249	2072
WBGene00001249	1882
WBGene00001249	1464
WBGene00001249	2043
WBGene00001249	321
WBGene00001249	1753
WBGene00001250	1558
WBGene00001251	1265
WBGene00001251	1464
WBGene00001251	1390
WBGene00001251	954
WBGene00001251	627
WBGene00001251	510
WBGene00001252	388
WBGene00001252	147
WBGene00001253	1405
WBGene00001258	4875
WBGene00001258	759
WBGene00001258	315
WBGene00001259	4865
WBGene00001262	2294
WBGene00001263	5611
WBGene00001263	4509
WBGene00001281	2033
WBGene00001284	3243
WBGene00001303	437
WBGene00001309	657
WBGene00001309	567
WBGene00001310	749
WBGene00001311	865
WBGene00001320	1629
WBGene00001320	390
WBGene00001324	2930
WBGene00001324	876
WBGene00001325	2975
WBGene00001325	2984
WBGene00001325	2947
WBGene00001325	1122
WBGene00001328	11208
WBGene00001328	11106
WBGene00001328	11147
WBGene00001328	11087
WBGene00001328	11185
WBGene00001328	11233
WBGene00001329	2245
WBGene00001329	2251
WBGene00001330	2848
WBGene00001330	2538
WBGene00001330	2260
WBGene00001330	3096
WBGene00001330	2847
WBGene00001330	3056
WBGene00001330	2664
WBGene00001330	2613
WBGene00001330	2073
WBGene00001330	540
WBGene00001330	2832
WBGene00001330	2757
WBGene00001331	1079
WBGene00001332	1567
WBGene00001332	1898
WBGene00001332	729
WBGene00001332	1131
WBGene00001333	2360
WBGene00001333	2290
WBGene00001334	1672
WBGene00001334	1020
WBGene00001334	1760
WBGene00001334	753
WBGene00001335	1421
WBGene00001335	1307
WBGene00001335	1319
WBGene00001335	1266
WBGene00001336	2495
WBGene00001336	1683
WBGene00001336	1251
WBGene00001336	766
WBGene00001337	3531
WBGene00001337	3549
WBGene00001338	1573
WBGene00001340	2047
WBGene00001340	2762
WBGene00001340	2908
WBGene00001340	2018
WBGene00001340	1059
WBGene00001340	1844
WBGene00001340	2086
WBGene00001340	2147
WBGene00001340	2056
WBGene00001340	2301
WBGene00001340	1981
WBGene00001340	2318
WBGene00001340	2030
WBGene00001340	2062
WBGene00001340	2556
WBGene00001340	1840
WBGene00001340	1715
WBGene00001340	2044
WBGene00001340	2238
WBGene00001340	1395
WBGene00001340	1389
WBGene00001340	1170
WBGene00001340	1269
WBGene00001340	1263
WBGene00001340	1044
WBGene00001340	1071
WBGene00001340	1065
WBGene00001340	846
WBGene00001340	843
WBGene00001340	837
WBGene00001340	618
WBGene00001345	1608
WBGene00001345	2298
WBGene00001345	3580
WBGene00001345	1722
WBGene00001345	1477
WBGene00001345	1404
WBGene00001352	4928
WBGene00001358	627
WBGene00001362	2431
WBGene00001365	2109
WBGene00001366	2861
WBGene00001366	3105
WBGene00001366	2280
WBGene00001368	2165
WBGene00001371	765
WBGene00001372	985
WBGene00001372	1009
WBGene00001372	796
WBGene00001373	1780
WBGene00001374	1602
WBGene00001374	2173
WBGene00001374	2424
WBGene00001374	2127
WBGene00001374	4307
WBGene00001374	2136
WBGene00001374	2266
WBGene00001374	2221
WBGene00001374	1585
WBGene00001374	1533
WBGene00001374	1506
WBGene00001377	1810
WBGene00001377	1703
WBGene00001377	1496
WBGene00001377	1475
WBGene00001385	653
WBGene00001386	612
WBGene00001387	673
WBGene00001388	712
WBGene00001389	655
WBGene00001389	210
WBGene00001390	908
WBGene00001391	532
WBGene00001391	273
WBGene00001391	144
WBGene00001392	782
WBGene00001393	1416
WBGene00001394	1255
WBGene00001394	270
WBGene00001395	1492
WBGene00001395	558
WBGene00001395	234
WBGene00001395	1029
WBGene00001396	1540
WBGene00001396	1071
WBGene00001396	168
WBGene00001397	1104
WBGene00001398	1166
WBGene00001398	888
WBGene00001398	690
WBGene00001399	1126
WBGene00001400	1376
WBGene00001400	1476
WBGene00001401	2255
WBGene00001402	2286
WBGene00001403	2288
WBGene00001403	2242
WBGene00001403	2390
WBGene00001403	1887
WBGene00001403	1935
WBGene00001403	1818
WBGene00001403	2432
WBGene00001403	2004
WBGene00001404	1216
WBGene00001405	1471
WBGene00001406	1134
WBGene00001410	2274
WBGene00001410	2273
WBGene00001410	2107
WBGene00001410	2233
WBGene00001410	2114
WBGene00001410	2190
WBGene00001411	2292
WBGene00001411	2348
WBGene00001412	1794
WBGene00001413	1666
WBGene00001413	591
WBGene00001414	6267
WBGene00001414	5724
WBGene00001423	1175
WBGene00001423	1375
WBGene00001424	520
WBGene00001425	634
WBGene00001426	497
WBGene00001426	273
WBGene00001427	506
WBGene00001428	1023
WBGene00001429	1024
WBGene00001430	921
WBGene00001430	1028
WBGene00001430	903
WBGene00001431	1478
WBGene00001432	1495
WBGene00001433	1082
WBGene00001433	1218
WBGene00001434	1246
WBGene00001434	1065
WBGene00001435	1389
WBGene00001435	1309
WBGene00001436	1488
WBGene00001437	1448
WBGene00001438	1388
WBGene00001439	3079
WBGene00001439	1779
WBGene00001439	888
WBGene00001439	300
WBGene00001439	3024
WBGene00001439	1722
WBGene00001439	831
WBGene00001439	3150
WBGene00001439	3086
WBGene00001439	1737
WBGene00001439	1680
WBGene00001439	846
WBGene00001439	789
WBGene00001439	258
WBGene00001440	1095
WBGene00001441	2051
WBGene00001441	1941
WBGene00001441	1678
WBGene00001441	1573
WBGene00001441	2667
WBGene00001441	2939
WBGene00001442	863
WBGene00001443	4615
WBGene00001444	681
WBGene00001444	646
WBGene00001444	577
WBGene00001445	589
WBGene00001445	517
WBGene00001446	874
WBGene00001447	683
WBGene00001447	540
WBGene00001448	517
WBGene00001448	587
WBGene00001449	730
WBGene00001450	754
WBGene00001451	527
WBGene00001451	557
WBGene00001452	633
WBGene00001453	681
WBGene00001454	665
WBGene00001454	607
WBGene00001454	670
WBGene00001455	429
WBGene00001456	762
WBGene00001457	477
WBGene00001458	448
WBGene00001459	646
WBGene00001460	728
WBGene00001461	813
WBGene00001461	973
WBGene00001462	670
WBGene00001463	505
WBGene00001464	444
WBGene00001465	1965
WBGene00001466	875
WBGene00001468	2038
WBGene00001470	4462
WBGene00001475	8070
WBGene00001475	6714
WBGene00001475	4749
WBGene00001476	1686
WBGene00001476	2001
WBGene00001477	1659
WBGene00001478	1622
WBGene00001478	1483
WBGene00001478	1549
WBGene00001478	1380
WBGene00001479	2018
WBGene00001480	1751
WBGene00001480	543
WBGene00001481	2118
WBGene00001481	1592
WBGene00001481	1872
WBGene00001481	1053
WBGene00001481	228
WBGene00001482	1122
WBGene00001482	1151
WBGene00001483	998
WBGene00001484	1809
WBGene00001484	2267
WBGene00001484	2355
WBGene00001484	2233
WBGene00001484	1023
WBGene00001484	1290
WBGene00001485	1877
WBGene00001485	1886
WBGene00001486	846
WBGene00001487	1412
WBGene00001487	1398
WBGene00001488	14171
WBGene00001488	2482
WBGene00001488	14520
WBGene00001488	13735
WBGene00001489	1886
WBGene00001489	1849
WBGene00001489	1955
WBGene00001489	1799
WBGene00001489	1770
WBGene00001490	4289
WBGene00001490	4208
WBGene00001490	3433
WBGene00001490	2573
WBGene00001491	2346
WBGene00001491	2410
WBGene00001491	2427
WBGene00001491	2376
WBGene00001491	2460
WBGene00001492	5182
WBGene00001492	5223
WBGene00001493	3566
WBGene00001494	2613
WBGene00001494	2717
WBGene00001494	2355
WBGene00001495	893
WBGene00001496	1772
WBGene00001496	894
WBGene00001497	1824
WBGene00001497	1643
WBGene00001497	2021
WBGene00001497	1708
WBGene00001498	1904
WBGene00001499	1353
WBGene00001500	606
WBGene00001501	651
WBGene00001502	1112
WBGene00001502	1131
WBGene00001503	1679
WBGene00001505	1599
WBGene00001505	3885
WBGene00001506	1205
WBGene00001507	1208
WBGene00001508	1916
WBGene00001508	2177
WBGene00001509	2540
WBGene00001510	2990
WBGene00001510	2994
WBGene00001511	1819
WBGene00001511	1879
WBGene00001512	1775
WBGene00001513	1978
WBGene00001514	2317
WBGene00001515	1890
WBGene00001516	4189
WBGene00001516	4051
WBGene00001516	3780
WBGene00001516	3414
WBGene00001516	3164
WBGene00001516	4291
WBGene00001516	2364
WBGene00001516	4198
WBGene00001516	3041
WBGene00001516	3775
WBGene00001516	4182
